chromosome,gene_name,gene_type,position_start,position_end,gene_source,strand
chr7,KNOWN,miRNA,34980372,34980446,ENSEMBL,-
chr7,AC004800.1,lncRNA,35076448,35164624,HAVANA,+
chr7,DPY19L2P1,transcribed_unprocessed_pseudogene,35119601,35225653,HAVANA,-
chr7,S100A11P2,processed_pseudogene,35208836,35209147,HAVANA,+
chr7,TBX20,protein_coding,35242042,35293711,HAVANA,-
chr7,AC009531.2,lncRNA,35297992,35299340,HAVANA,-
chr7,RP11-23B6.2,lncRNA,35353449,35416681,HAVANA,+
chr7,RP11-23B6.1,lncRNA,35411959,35419285,HAVANA,-
chr7,AC007652.1,lncRNA,35535631,35549873,HAVANA,-
chr7,RP11-379H18.2,lncRNA,35654260,35662549,HAVANA,-
chr7,HERPUD2,protein_coding,35672269,35737069,HAVANA,-
chr7,HERPUD2-AS1,lncRNA,35734824,35739023,HAVANA,+
chr7,AC018647.3,lncRNA,35754642,35774534,HAVANA,+
chr7,SEPTIN7-DT,lncRNA,35791466,35840286,HAVANA,-
chr7,AC007551.2,processed_pseudogene,35807732,35808250,HAVANA,-
chr7,SEPTIN7,protein_coding,35840542,35946715,HAVANA,+
chr7,NOVEL,miRNA,35882499,35882583,ENSEMBL,+
chr7,RP11-239C9.1,processed_pseudogene,35886648,35887036,HAVANA,-
chr7,KNOWN,snRNA,35969768,35969874,ENSEMBL,-
chr7,RP11-609L3.2,unprocessed_pseudogene,35973498,35974179,HAVANA,+
chr7,SEPTIN7P3,unprocessed_pseudogene,35985904,36012197,HAVANA,+
chr7,PPP1R14BP4,processed_pseudogene,36010757,36011177,HAVANA,-
chr7,RP11-609L3.3,lncRNA,36016206,36067784,HAVANA,-
chr7,AC083864.3,lncRNA,36040927,36095041,HAVANA,+
chr7,RP11-196O2.2,lncRNA,36104325,36106289,HAVANA,+
chr7,AC083864.4,lncRNA,36118694,36125346,HAVANA,+
chr7,RP11-196O2.1,lncRNA,36134865,36140270,HAVANA,+
chr7,MARK2P13,processed_pseudogene,36148634,36150482,HAVANA,-
chr7,RP11-377H23.1,processed_pseudogene,36186451,36187633,HAVANA,+
chr7,EEPD1,protein_coding,36192863,36341147,HAVANA,+
chr7,AC007327.6,processed_pseudogene,36268230,36268493,HAVANA,-
chr7,AC007327.5,lncRNA,36268889,36270716,HAVANA,-
chr7,AC006960.5,processed_pseudogene,36345240,36345513,HAVANA,+
chr7,RP11-182J23.1,lncRNA,36359384,36360088,HAVANA,+
chr7,KIAA0895,protein_coding,36363761,36429734,HAVANA,-
chr7,NOVEL,misc_RNA,36377276,36377387,ENSEMBL,-
chr7,ANLN,protein_coding,36429430,36493400,HAVANA,+
chr7,AC006960.7,lncRNA,36502632,36544121,HAVANA,+
chr7,AOAH,protein_coding,36552549,36764154,HAVANA,-
chr7,AOAH-IT1,lncRNA,36637440,36639726,HAVANA,-
chr7,NOVEL,miRNA,36681752,36681849,ENSEMBL,-
chr7,RP11-85E16.1,lncRNA,36773609,36774140,HAVANA,-
chr7,AC007349.4,lncRNA,36790292,36802686,HAVANA,+
chr7,AC007349.5,lncRNA,36820613,36822394,HAVANA,+
chr7,NPM1P18,processed_pseudogene,36858564,36859295,HAVANA,+
chr7,AC007349.7,lncRNA,36878577,36880978,HAVANA,+
chr7,ELMO1,protein_coding,36892511,37488826,HAVANA,-
chr7,KNOWN,miRNA,36958962,36959037,ENSEMBL,-
chr7,ELMO1-AS1,lncRNA,37037401,37053235,HAVANA,+
chr7,NOVEL,miRNA,37145128,37145215,ENSEMBL,-
chr7,RPS17P13,processed_pseudogene,37156384,37156790,HAVANA,+
chr7,NOVEL,snoRNA,37209283,37209384,ENSEMBL,-
chr7,KNOWN,snRNA,37390747,37390846,ENSEMBL,+
chr7,RPS10P14,processed_pseudogene,37415125,37415626,HAVANA,+
chr7,NOVEL,snoRNA,37459231,37459370,ENSEMBL,+
chr7,NOVEL,misc_RNA,37474718,37474819,ENSEMBL,+
chr7,NECAP1P1,processed_pseudogene,37625103,37625932,HAVANA,-
chr7,GPR141,protein_coding,37723369,37873390,HAVANA,+
chr7,EPDR1,protein_coding,37723446,37991538,HAVANA,+
chr7,GPR141BP,unitary_pseudogene,37835660,37836490,HAVANA,+
chr7,AC018634.9,processed_pseudogene,37860812,37861212,HAVANA,+
chr7,NME8,protein_coding,37888199,37939999,HAVANA,+
chr7,SFRP4,protein_coding,37945534,38065297,HAVANA,-
chr7,STARD3NL,protein_coding,38217847,38270271,HAVANA,+
chr7,TRGC2,TR_C_gene,38279181,38289173,HAVANA,-
chr7,TRGJ2,TR_J_gene,38292981,38293030,HAVANA,-
chr7,TRGJP2,TR_J_gene,38295938,38295997,HAVANA,-
chr7,TRGC1,TR_C_gene,38297480,38305279,HAVANA,-
chr7,TRGJ1,TR_J_gene,38309092,38309141,HAVANA,-
chr7,TRGJP,TR_J_gene,38313188,38313248,HAVANA,-
chr7,TRGJP1,TR_J_gene,38315860,38315919,HAVANA,-
chr7,TRGV11,TR_V_gene,38331217,38331679,HAVANA,-
chr7,TRGVB,TR_V_pseudogene,38335364,38335834,HAVANA,-
chr7,TRGV10,TR_V_gene,38339412,38339923,HAVANA,-
chr7,AC006033.22,processed_pseudogene,38350984,38351409,HAVANA,+
chr7,TRGV9,TR_V_gene,38356618,38358462,HAVANA,-
chr7,TRGVA,TR_V_pseudogene,38362047,38362331,HAVANA,-
chr7,RP11-121A8.1,lncRNA,38365671,38369244,HAVANA,-
chr7,TRGV8,TR_V_gene,38369944,38370536,HAVANA,-
chr7,TRGV7,TR_V_pseudogene,38374642,38375115,HAVANA,-
chr7,TRGV6,TR_V_pseudogene,38380301,38380599,HAVANA,-
chr7,TRG-AS1,lncRNA,38381178,38418405,HAVANA,+
chr7,TRGV5P,TR_V_pseudogene,38384631,38385100,HAVANA,-
chr7,TRGV5,TR_V_gene,38388956,38389623,HAVANA,-
chr7,TRGV4,TR_V_gene,38393316,38394118,HAVANA,-
chr7,TRGV3,TR_V_gene,38398113,38398763,HAVANA,-
chr7,TRGV2,TR_V_gene,38402465,38403119,HAVANA,-
chr7,TRGV1,TR_V_gene,38407187,38407770,HAVANA,-
chr7,AMPH,protein_coding,38423305,38671020,HAVANA,-
chr7,KNOWN,misc_RNA,38570643,38570939,ENSEMBL,-
chr7,KRT8P20,processed_pseudogene,38694805,38696213,HAVANA,+
chr7,FAM183BP,processed_pseudogene,38724946,38726637,HAVANA,-
chr7,VPS41,protein_coding,38762574,38971994,HAVANA,-
chr7,POU6F2,protein_coding,39017509,39532694,HAVANA,+
chr7,POU6F2-AS2,lncRNA,39019970,39053151,HAVANA,-
chr7,NOVEL,miRNA,39333906,39334005,ENSEMBL,-
chr7,NOVEL,snoRNA,39368602,39368733,ENSEMBL,-
chr7,POU6F2-AS1,lncRNA,39444189,39446178,HAVANA,-
chr7,AC011290.4,lncRNA,39585245,39605838,HAVANA,-
chr7,YAE1,protein_coding,39605984,39649919,HAVANA,+
chr7,AC011290.5,processed_pseudogene,39608975,39609797,HAVANA,-
chr7,AC004837.4,lncRNA,39649209,39649889,HAVANA,-
chr7,AC004837.3,processed_pseudogene,39649316,39649879,HAVANA,+
chr7,RP4-570D2.2,lncRNA,39660852,39662800,HAVANA,-
chr7,RALA,protein_coding,39663164,39747719,HAVANA,+
chr7,AC004837.5,lncRNA,39739940,39742895,HAVANA,-
chr7,LINC00265,lncRNA,39773029,39832691,HAVANA,+
chr7,KNOWN,snRNA,39807940,39808043,ENSEMBL,+
chr7,RP5-1173I20.1,processed_pseudogene,39828566,39828903,HAVANA,-
chr7,CICP22,processed_pseudogene,39836192,39837510,HAVANA,-
chr7,AC072061.2,unprocessed_pseudogene,39856148,39907739,HAVANA,+
chr7,AC004987.10,processed_pseudogene,39872885,39873392,HAVANA,-
chr7,SSBL3P1,processed_pseudogene,39873170,39874317,HAVANA,+
chr7,RWDD4P2,processed_pseudogene,39894093,39894655,HAVANA,-
chr7,KNOWN,misc_RNA,39927972,39928261,ENSEMBL,+
chr7,RP11-467D6.1,lncRNA,39987121,39989354,HAVANA,-
chr7,CDK13,protein_coding,39989720,40139179,HAVANA,+
chr7,RP5-1147A1.2,unprocessed_pseudogene,40146887,40147053,HAVANA,+
chr7,RP5-1147A1.1,processed_pseudogene,40155284,40155542,HAVANA,+
chr7,MPLKIP,protein_coding,40165626,40174221,HAVANA,-
chr7,NOVEL,misc_RNA,40167720,40167831,ENSEMBL,-
chr7,SUGCT,protein_coding,40174604,40900362,HAVANA,+
chr7,THUMPD3P1,unprocessed_pseudogene,40191212,40193750,HAVANA,+
chr7,SUGCT-AS1,lncRNA,40577726,40586527,HAVANA,-
chr7,AC005160.3,lncRNA,40815157,40824816,HAVANA,+
chr7,LINC01450,lncRNA,41004266,41019537,HAVANA,-
chr7,LINC01449,lncRNA,41129137,41173105,HAVANA,+
chr7,INHBA,protein_coding,41706766,41745432,HAVANA,-
chr7,INHBA-AS1,lncRNA,41733482,41818986,HAVANA,+
chr7,GLI3,protein_coding,42000547,42303699,HAVANA,-
chr7,HMGN2P30,processed_pseudogene,42152964,42153219,HAVANA,+
chr7,LINC01448,lncRNA,42701315,42746046,HAVANA,-
chr7,TCP1P1,unprocessed_pseudogene,42834505,42842093,HAVANA,+
chr7,AC010132.10,lncRNA,42869271,42884037,HAVANA,-
chr7,RP11-111K18.2,lncRNA,42940871,42942238,HAVANA,-
chr7,C7orf25,protein_coding,42948325,42951904,HAVANA,-
chr7,RP11-111K18.1,protein_coding,42948872,42971813,HAVANA,-
chr7,PSMA2,protein_coding,42956427,42971784,HAVANA,-
chr7,AC010132.11,processed_pseudogene,42958340,42959683,HAVANA,+
chr7,MRPL32,protein_coding,42971975,42988557,HAVANA,+
chr7,AC005537.2,lncRNA,42993734,43153530,HAVANA,-
chr7,NOVEL,misc_RNA,43136331,43136443,ENSEMBL,+
chr7,HECW1,protein_coding,43152228,43605600,HAVANA,+
chr7,HECW1-IT1,lncRNA,43157495,43202786,HAVANA,+
chr7,KNOWN,miRNA,43190494,43190593,ENSEMBL,+
chr7,KNOWN,snRNA,43234020,43234081,ENSEMBL,+
chr7,KNOWN,snRNA,43247361,43247465,ENSEMBL,-
chr7,AC004692.4,lncRNA,43278665,43288867,HAVANA,-
chr7,AC004692.5,processed_pseudogene,43313758,43314181,HAVANA,+
chr7,LUARIS,lncRNA,43548327,43562141,HAVANA,-
chr7,NOVEL,miRNA,43618487,43618571,ENSEMBL,+
chr7,STK17A,protein_coding,43622357,43690312,HAVANA,+
chr7,COA1,protein_coding,43648055,43769316,HAVANA,-
chr7,BLVRA,protein_coding,43798279,43846941,HAVANA,+
chr7,AC005189.6,processed_pseudogene,43806889,43807198,HAVANA,+
chr7,MRPS24,protein_coding,43906157,43909492,HAVANA,-
chr7,URGCP-MRPS24,protein_coding,43906157,43946188,HAVANA,-
chr7,URGCP,protein_coding,43915493,43966010,HAVANA,-
chr7,TUBG1P,processed_pseudogene,43958296,43959653,HAVANA,+
chr7,UBE2D4,protein_coding,43966035,43995735,HAVANA,+
chr7,POLR2J4,lncRNA,43980494,44058774,HAVANA,-
chr7,RP5-1165K10.2,lncRNA,43991509,44058750,HAVANA,-
chr7,AC004985.12,transcribed_unprocessed_pseudogene,44001189,44012922,HAVANA,-
chr7,AC004951.5,transcribed_unprocessed_pseudogene,44024594,44029806,HAVANA,-
chr7,SPDYE1,protein_coding,44037496,44049721,HAVANA,+
chr7,AC004951.6,lncRNA,44043645,44047465,HAVANA,-
chr7,RP5-1022I14.2,lncRNA,44051481,44078577,HAVANA,-
chr7,POLR2J4,transcribed_unprocessed_pseudogene,44053161,44058769,HAVANA,-
chr7,RASA4CP,transcribed_unprocessed_pseudogene,44066550,44081491,HAVANA,-
chr7,LINC00957,lncRNA,44078770,44081905,HAVANA,+
chr7,DBNL,protein_coding,44084239,44109055,HAVANA,+
chr7,PGAM2,protein_coding,44102326,44105166,HAVANA,-
chr7,AC017116.11,lncRNA,44104507,44105678,HAVANA,+
chr7,POLM,protein_coding,44111661,44122129,HAVANA,-
chr7,AEBP1,protein_coding,44143944,44154161,HAVANA,+
chr7,KNOWN,miRNA,44150448,44150511,ENSEMBL,+
chr7,POLD2,protein_coding,44154279,44163957,HAVANA,-
chr7,RNA5SP230,rRNA_pseudogene,44165351,44165472,ENSEMBL,-
chr7,MYL7,protein_coding,44178463,44180931,HAVANA,-
chr7,GCK,protein_coding,44182812,44237769,HAVANA,-
chr7,YKT6,protein_coding,44240558,44253893,HAVANA,+
chr7,CAMK2B,protein_coding,44256749,44374176,HAVANA,-
chr7,RP5-844F9.1,TEC,44406739,44408891,HAVANA,-
chr7,NUDCD3,protein_coding,44418718,44530257,HAVANA,-
chr7,RPL32P18,processed_pseudogene,44507496,44507903,HAVANA,+
chr7,KNOWN,snRNA,44543372,44543478,ENSEMBL,-
chr7,AC004938.5,processed_pseudogene,44550624,44550931,HAVANA,-
chr7,NPC1L1,protein_coding,44552134,44580929,HAVANA,-
chr7,DDX56,protein_coding,44605403,44614650,HAVANA,-
chr7,TMED4,protein_coding,44617493,44621886,HAVANA,-
chr7,RP5-971C3.1,lncRNA,44622118,44623275,HAVANA,+
chr7,RP11-52M17.1,processed_pseudogene,44640631,44641086,HAVANA,+
chr7,OGDH,protein_coding,44646171,44748665,HAVANA,+
chr7,ZMIZ2,protein_coding,44788180,44809480,HAVANA,+
chr7,AC013436.5,lncRNA,44824649,44826939,HAVANA,-
chr7,PPIA,protein_coding,44836279,44864163,HAVANA,+
chr7,H2AZ2,protein_coding,44866390,44887686,HAVANA,-
chr7,LINC01952,lncRNA,44888015,44889167,HAVANA,+
chr7,PURB,protein_coding,44915898,44925129,HAVANA,-
chr7,KNOWN,miRNA,44921347,44921399,ENSEMBL,-
chr7,RP4-673M15.1,lncRNA,44924552,44925992,HAVANA,+
chr7,AC004854.5,processed_pseudogene,44959268,44959928,HAVANA,+
chr7,RP4-647J21.1,lncRNA,44998598,45000508,HAVANA,-
chr7,MYO1G,protein_coding,45002261,45018687,HAVANA,-
chr7,SNHG15,lncRNA,45022622,45026560,HAVANA,-
chr7,CCM2,protein_coding,45039074,45116068,HAVANA,+
chr7,NACAD,protein_coding,45120036,45128568,HAVANA,-
chr7,TBRG4,protein_coding,45139699,45151646,HAVANA,-
chr7,KNOWN,snoRNA,45143948,45144081,ENSEMBL,-
chr7,KNOWN,snoRNA,45144505,45144641,ENSEMBL,-
chr7,KNOWN,snoRNA,45145567,45145698,ENSEMBL,-
chr7,RAMP3,protein_coding,45197390,45225901,HAVANA,+
chr7,RP11-111G20.4,lncRNA,45308280,45424401,HAVANA,+
chr7,RP11-111G20.3,processed_pseudogene,45343219,45343961,HAVANA,+
chr7,ELK1P1,processed_pseudogene,45431225,45431804,HAVANA,-
chr7,AC073325.1,lncRNA,45500311,45581781,HAVANA,+
chr7,AC073325.2,processed_pseudogene,45574122,45574280,HAVANA,-
chr7,ADCY1,protein_coding,45613739,45762715,HAVANA,+
chr7,SEPTIN7P2,transcribed_unprocessed_pseudogene,45763379,45808584,HAVANA,-
chr7,GTF2IP13,transcribed_unprocessed_pseudogene,45808704,45854862,HAVANA,+
chr7,KNOWN,snRNA,45829184,45829287,ENSEMBL,+
chr7,CICP20,processed_pseudogene,45855815,45858615,HAVANA,-
chr7,AC096582.8,unprocessed_pseudogene,45856156,45860663,HAVANA,+
chr7,AC096582.9,unprocessed_pseudogene,45858181,45858696,HAVANA,+
chr7,KNOWN,snRNA,45883233,45883339,ENSEMBL,+
chr7,CCDC201,protein_coding,45899593,45912681,HAVANA,-
chr7,IGFBP1,protein_coding,45927959,45933259,HAVANA,+
chr7,IGFBP3,protein_coding,45951844,45961473,HAVANA,-
chr7,AC073115.6,lncRNA,45980048,46026071,HAVANA,+
chr7,KNOWN,snRNA,46014976,46015037,ENSEMBL,-
chr7,AC073115.7,lncRNA,46030504,46040497,HAVANA,+
chr7,FTLP15,processed_pseudogene,46037139,46037670,HAVANA,-
chr7,TTC4P1,processed_pseudogene,46039220,46040377,HAVANA,-
chr7,ZNF619P1,processed_pseudogene,46184535,46185286,HAVANA,+
chr7,AC023669.1,lncRNA,46300662,46334067,HAVANA,+
chr7,AC092657.2,lncRNA,46341718,46383219,HAVANA,+
chr7,AC004869.3,lncRNA,46516055,46517538,HAVANA,-
chr7,AC004869.2,lncRNA,46517420,46521176,HAVANA,-
chr7,HMGN1P19,processed_pseudogene,46674212,46674544,HAVANA,+
chr7,AC011294.3,lncRNA,46713383,46799449,HAVANA,-
chr7,EPS15P1,transcribed_processed_pseudogene,46820971,46823041,HAVANA,+
chr7,AC004901.1,lncRNA,46930223,47089276,HAVANA,-
chr7,AC004870.4,lncRNA,47009242,47067079,HAVANA,+
chr7,AC004870.3,lncRNA,47040218,47118726,HAVANA,-
chr7,MRPL42P4,processed_pseudogene,47065726,47066168,HAVANA,-
chr7,AC004870.5,processed_pseudogene,47092391,47093272,HAVANA,+
chr7,RP11-139E5.1,lncRNA,47291737,47294156,HAVANA,-
chr7,TNS3,protein_coding,47314752,47622156,HAVANA,-
chr7,LINC01447,lncRNA,47648063,47669491,HAVANA,+
chr7,C7orf65,lncRNA,47694842,47701246,HAVANA,+
chr7,PKD1L1,protein_coding,47779800,47988063,HAVANA,-
chr7,LINC00525,lncRNA,47801074,47806370,HAVANA,+
chr7,C7orf69,lncRNA,47834889,47859445,HAVANA,+
chr7,AC069282.6,processed_pseudogene,47996390,47996915,HAVANA,+
chr7,HUS1,protein_coding,48002885,48019212,HAVANA,-
chr7,SUN3,protein_coding,48026745,48068716,HAVANA,-
chr7,C7orf57,protein_coding,48075108,48100901,HAVANA,+
chr7,UPP1,protein_coding,48128225,48148333,HAVANA,+
chr7,ABCA13,protein_coding,48211055,48687093,HAVANA,+
chr7,AC091770.3,lncRNA,48699721,48709075,HAVANA,-
chr7,LINC02838,lncRNA,48747923,48751178,HAVANA,+
chr7,AC004899.3,processed_pseudogene,48886022,48892494,HAVANA,-
chr7,RP4-815D20.1,TEC,48887362,48891221,HAVANA,+
chr7,GDI2P1,processed_pseudogene,48942152,48943487,HAVANA,-
chr7,CDC14C,protein_coding,48959361,48967050,HAVANA,+
chr7,AC010971.1,lncRNA,49269733,49294412,HAVANA,+
chr7,DDX43P2,processed_pseudogene,49298089,49299442,HAVANA,-
chr7,RP11-776E7.1,lncRNA,49563804,49626761,HAVANA,+
chr7,RP11-138B9.1,TEC,49800493,49802360,HAVANA,-
chr7,VWC2,protein_coding,49813234,49961546,HAVANA,+
chr7,ZPBP,protein_coding,49890017,50160925,HAVANA,-
chr7,GNL2P1,processed_pseudogene,49981847,49984036,HAVANA,-
chr7,RP11-155B1.1,lncRNA,50132875,50133719,HAVANA,+
chr7,SPATA48,protein_coding,50135479,50198852,HAVANA,+
chr7,AC020743.2,lncRNA,50181136,50182419,HAVANA,-
chr7,AC020743.3,lncRNA,50241597,50302590,HAVANA,-
chr7,AC020743.4,lncRNA,50314386,50315218,HAVANA,-
chr7,IKZF1,protein_coding,50343664,50472799,HAVANA,+
chr7,CTC-736O2.1,lncRNA,50456187,50467795,HAVANA,-
chr7,KNOWN,snRNA,50503078,50503184,ENSEMBL,+
chr7,FIGNL1,protein_coding,50511826,50610233,HAVANA,-
chr7,DDC,protein_coding,50526134,50633102,HAVANA,-
chr7,DDC-AS1,lncRNA,50599457,50611161,HAVANA,+
chr7,GRB10,protein_coding,50657760,50861159,HAVANA,-
chr7,RP4-537P9.1,lncRNA,50709422,50711565,HAVANA,+
chr7,AC004920.3,lncRNA,50907060,50909689,HAVANA,-
chr7,AC004920.2,processed_pseudogene,50911275,50911429,HAVANA,-
chr7,RP4-724E13.2,lncRNA,50934444,51090687,HAVANA,+
chr7,NOVEL,snoRNA,51003047,51003190,ENSEMBL,-
chr7,COBL,protein_coding,51083909,51384515,HAVANA,-
chr7,RPL7L1P2,processed_pseudogene,51327126,51327864,HAVANA,-
chr7,CICP17,processed_pseudogene,51449981,51452357,HAVANA,+
chr7,CTD-2021A8.2,processed_pseudogene,51454060,51454798,HAVANA,-
chr7,CTD-2021A8.3,processed_pseudogene,51456127,51456811,HAVANA,-
chr7,RP5-847G17.1,lncRNA,51539414,51797412,HAVANA,+
chr7,ROBO2P1,processed_pseudogene,51667982,51668269,HAVANA,-
chr7,RP4-718N17.2,lncRNA,51681947,51698566,HAVANA,+
chr7,KNOWN,misc_RNA,51784354,51784615,ENSEMBL,+
chr7,RP5-847G17.2,lncRNA,51841532,51848858,HAVANA,+
chr7,RP5-847G17.3,lncRNA,51916782,51932494,HAVANA,+
chr7,RP11-153N17.1,lncRNA,52232931,52260609,HAVANA,-
chr7,NOVEL,snoRNA,52337133,52337265,ENSEMBL,-
chr7,NOVEL,snoRNA,52391494,52391585,ENSEMBL,-
chr7,GS1-281N8.1,lncRNA,52560848,52571130,HAVANA,+
chr7,SGO1P2,processed_pseudogene,52959530,52965500,HAVANA,-
chr7,RP11-598O8.1,processed_pseudogene,53070113,53071122,HAVANA,+
chr7,POM121L12,protein_coding,53103326,53104618,HAVANA,+
chr7,HAUS6P1,processed_pseudogene,53255081,53256631,HAVANA,+
chr7,RNF138P2,processed_pseudogene,53383842,53384433,HAVANA,+
chr7,KNOWN,snRNA,53433751,53433902,ENSEMBL,+
chr7,KNOWN,misc_RNA,53557841,53558132,ENSEMBL,-
chr7,GS1-278J22.1,lncRNA,53582685,53584809,HAVANA,-
chr7,GS1-278J22.2,lncRNA,53626907,53642248,HAVANA,-
chr7,LINC01446,lncRNA,53723201,53879645,HAVANA,-
chr7,KNOWN,snRNA,53843829,53844017,ENSEMBL,+
chr7,RAC1P9,processed_pseudogene,53847476,53847956,HAVANA,+
chr7,RP11-678B3.1,processed_pseudogene,53854860,53854991,HAVANA,+
chr7,HAUS6P3,processed_pseudogene,53929926,53931032,HAVANA,+
chr7,LINC02854,lncRNA,53994369,54015497,HAVANA,-
chr7,RP11-636L15.1,lncRNA,54252764,54325270,HAVANA,-
chr7,HPVC1,lncRNA,54268917,54270114,HAVANA,+
chr7,LINC01445,lncRNA,54398363,54522786,HAVANA,+
chr7,NOVEL,snoRNA,54427585,54427688,ENSEMBL,+
chr7,SLC25A5P3,processed_pseudogene,54487137,54488021,HAVANA,+
chr7,VSTM2A,protein_coding,54610018,54638773,HAVANA,+
chr7,VSTM2A-OT1,lncRNA,54624663,54639419,HAVANA,+
chr7,GS1-18A18.2,lncRNA,54643745,54646487,HAVANA,-
chr7,KNOWN,snRNA,54688718,54688824,ENSEMBL,+
chr7,RPL31P35,processed_pseudogene,54724051,54724427,HAVANA,+
chr7,CTD-2016H9.1,processed_pseudogene,54743910,54745062,HAVANA,+
chr7,GS1-18A18.4,lncRNA,54789417,54798740,HAVANA,+
chr7,SEC61G,protein_coding,54819943,54827667,HAVANA,-
chr7,SEC61G-DT,lncRNA,54827041,54880420,HAVANA,+
chr7,NOVEL,snoRNA,54933511,54933717,ENSEMBL,+
chr7,RP4-791C19.1,processed_pseudogene,55001392,55005877,HAVANA,+
chr7,EGFR,protein_coding,55086710,55279321,HAVANA,+
chr7,EGFR-AS1,lncRNA,55247443,55256627,HAVANA,-
chr7,ELDR,lncRNA,55303658,55323328,HAVANA,-
chr7,RP11-339F13.2,processed_pseudogene,55311940,55313374,HAVANA,+
chr7,CALM1P2,processed_pseudogene,55327502,55327949,HAVANA,-
chr7,RP11-775L16.1,processed_pseudogene,55410009,55412651,HAVANA,+
chr7,LANCL2,protein_coding,55433030,55501430,HAVANA,+
chr7,VOPP1,protein_coding,55503749,55640681,HAVANA,-
chr7,RP11-310H4.1,lncRNA,55640864,55656029,HAVANA,+
chr7,RP11-310H4.2,lncRNA,55659767,55660886,HAVANA,+
chr7,RP11-310H4.3,lncRNA,55661470,55662699,HAVANA,+
chr7,CDC42P2,processed_pseudogene,55705967,55706535,HAVANA,-
chr7,TUBBP6,processed_pseudogene,55713313,55714644,HAVANA,+
chr7,RP11-310H4.6,unprocessed_pseudogene,55724461,55746183,HAVANA,-
chr7,FKBP9P1,transcribed_unprocessed_pseudogene,55748767,55780945,HAVANA,-
chr7,KNOWN,snRNA,55753670,55753774,ENSEMBL,+
chr7,SUMO2P3,processed_pseudogene,55799837,55800124,HAVANA,+
chr7,CICP11,processed_pseudogene,55804472,55807298,HAVANA,+
chr7,RP11-613E4.5,processed_pseudogene,55809218,55809562,HAVANA,+
chr7,RP11-613E4.4,processed_pseudogene,55810766,55811150,HAVANA,+
chr7,PSPHP1,unprocessed_pseudogene,55832490,55840981,HAVANA,+
chr7,KNOWN,snRNA,55857061,55857167,ENSEMBL,+
chr7,SEPTIN14,protein_coding,55861233,55930448,HAVANA,-
chr7,RP11-419M24.2,processed_pseudogene,55865639,55866173,HAVANA,-
chr7,CICP12,processed_pseudogene,55865727,55866569,HAVANA,+
chr7,RP11-419M24.1,processed_pseudogene,55878472,55879104,HAVANA,-
chr7,RP11-419M24.5,processed_pseudogene,55944431,55944717,HAVANA,-
chr7,RP11-419M24.4,processed_pseudogene,55945605,55945857,HAVANA,+
chr7,RP11-15K19.2,protein_coding,55954970,56022932,HAVANA,+
chr7,ZNF713,protein_coding,55955149,56010223,HAVANA,+
chr7,KNOWN,misc_RNA,55960419,55960689,ENSEMBL,+
chr7,NIPSNAP2,protein_coding,56019486,56067874,HAVANA,+
chr7,MRPS17,protein_coding,56019570,56024193,HAVANA,+
chr7,PSPH,protein_coding,56078744,56119297,HAVANA,-
chr7,CCT6A,protein_coding,56119378,56131682,HAVANA,+
chr7,NOVEL,snoRNA,56123058,56123195,ENSEMBL,+
chr7,KNOWN,snoRNA,56128163,56128295,ENSEMBL,+
chr7,SUMF2,protein_coding,56131695,56148363,HAVANA,+
chr7,PHKG1,protein_coding,56147976,56160689,HAVANA,-
chr7,NOVEL,snoRNA,56168352,56168445,ENSEMBL,+
chr7,CHCHD2,protein_coding,56169266,56174169,HAVANA,-
chr7,NUPR2,protein_coding,56182374,56184110,HAVANA,-
chr7,IFITM3P4,processed_pseudogene,56230838,56231226,HAVANA,+
chr7,RP4-725G10.4,processed_pseudogene,56243327,56244105,HAVANA,+
chr7,RP4-725G10.5,lncRNA,56282672,56288440,HAVANA,+
chr7,CCNJP1,processed_pseudogene,56296327,56297475,HAVANA,-
chr7,NOVEL,miRNA,56337476,56337544,ENSEMBL,-
chr7,RP11-700P18.1,processed_pseudogene,56355923,56359118,HAVANA,+
chr7,RP11-700P18.2,processed_pseudogene,56372371,56373219,HAVANA,-
chr7,RP11-814E24.1,unprocessed_pseudogene,56390497,56391294,HAVANA,+
chr7,KNOWN,snRNA,56407924,56408030,ENSEMBL,-
chr7,SEPTIN14P24,unprocessed_pseudogene,56428055,56428234,HAVANA,-
chr7,CICP8,processed_pseudogene,56430151,56432963,HAVANA,+
chr7,RP11-814E24.3,processed_pseudogene,56448669,56449005,HAVANA,+
chr7,KNOWN,snRNA,56469763,56469866,ENSEMBL,-
chr7,RP13-492C18.1,processed_pseudogene,56476392,56476903,HAVANA,-
chr7,RP13-492C18.2,transcribed_unprocessed_pseudogene,56489550,56516068,HAVANA,-
chr7,RP11-760D2.13,unprocessed_pseudogene,56530229,56535464,HAVANA,+
chr7,RP11-760D2.1,lncRNA,56545281,56552079,HAVANA,-
chr7,RBM22P3,processed_pseudogene,56558375,56559328,HAVANA,+
chr7,RP11-760D2.11,lncRNA,56560817,56564978,HAVANA,+
chr7,NMD3P2,processed_pseudogene,56569977,56570737,HAVANA,-
chr7,RP11-760D2.4,processed_pseudogene,56593121,56593806,HAVANA,-
chr7,RP11-760D2.5,lncRNA,56595946,56606369,HAVANA,-
chr7,VN1R25P,processed_pseudogene,56626914,56627651,HAVANA,+
chr7,RP11-760D2.7,processed_pseudogene,56635599,56636551,HAVANA,-
